"id","label","mots_clefs","type","catégorie","prix_achat","date_acquisition","donateur","date_modif","édition","nom","interne","année","statut","tampon","état_général","qualité_photo","rareté","interêt","pivée","note_admin","note_visiteur","pos_x","pos_y","angle_photo","pos_x_photo","pos_y_photo","adresse_nom","adresse_1","adresse_2","adresse_ville","adresse_pays","valeur","précédent","suivant","pays","région","fleuve","pk","rive","sens","description","remarques","message"
"154","19 Bougival la Seine aux ecluses","Train de Péniches, Bougival, Remorqueur Resistance, Ecluse Bougival","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"155","40 Bougival - L'Ecluse","Remorqueur, Train de Péniches, Bougival, Ecluse Bougival","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"156","53 Bougival - Les Bords de Seine (Propriété Cléry)","Ile de la Loge, Bougival, Propriété Cléry, Aviron et Canotier","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"157","29 Bougival - La joute sur la Seine","Barque et Canot à la rame, Bougival, canoë, Joutes","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"158","Bougival - Les Ecluses","Péniche, Remorqueur Guêpe, Ecluse, Bougival","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"159","5 - Bougival - Les nouvelles Ecluses","Péniche, Remorqueur, Ecluse, Bougival","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"160","601 Les Bords de Seine entre Saint-Cloud et Boulogne","Péniche, Remorqueur, Barque et Canot à la rame, Voilier, Boulogne","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"161","59 Bougival - Vue sur la Seine prise de la passerelle","Ecluse, Bougival","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1911","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"162","9 Bougival - Vue sur la Seine ","Toueur, Bougival, Aviron et Canotier","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"163","Saint-Cloud - La Seine - L'embarcadère","Bateau mouche, Yacht, Saint-Cloud, Embarcadère","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"164","3758 Dirigeable évoluant au-dessus de Saint-Cloud","Bateau mouche, Dirigeable, Sain-Cloud, Pont de Saint-cloud","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1912","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"165","Puteaux - Le barrage de Suresnes","Puteaux, Le barrage de Suresnes","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"166","Billancourt - La Seine et la pointe des îles","Voilier, Billancourt","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"167","Billancourt - Bord de la Seine et Quai de Billancourt","Bateau mouche, Billancourt, bateau parisien 19","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"168","Rueil le pont des Anglais","Péniche, Rueil, Pont de Anglais, Train","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"169","Boulogne sur Seine Le Port","Péniche, Grue, Cariole, Boulogne-sur-Seine","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"170","Boulogne sur Seine Le Port et Quai du 4 septembre","Péniche, Grue, Boulogne-sur-Seine","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"171","1133 Puteaux - Les bords de la Seine, un remorqueur","Remorqueur, Train de Péniches, Puteaux","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1915","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"172","4427 Boulogne sur Seine - Hydroplane en station au port de Boulogne","Bateau mouche, Péniche, Grue, Hydravion, Boulogne-sur-Seine","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1920","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"173","Vide  classeur 1","Vide (Libre)","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"174","20 Bords de Seine vers Nanterre - Le Passeur de l'ïle Fleurie","Remorqueur Guêpe, Barque et Canot à la rame, Train de Péniches, Nanterre, Passeur, Ile Fleurie","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"175","""1758 Levallois-Perret - La félicité et le ballon dirigeable """"Lebaudy""""""","Dirigeable, Embarcadère, Levallois-Perret, Dirigeable Lebaudy, Passeur Félicité","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"176","55 Clichy Bords de Seine","Péniche, Clichy, Remorqueur Joseph","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"177","21 Clichy - les Bords de la Seine","Train de Péniches, Clichy, Remorqueur Guèpe N° 21","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1912","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"178","Argenteuil Vue sur la Seine","Pont, Barque et Canot à la rame, Argenteuil, Yacht ?","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"179","6 Neuilly-sur-Seine - Bords de Seine","Barque et Canot à la rame, Neuilly-sur-Seine, Bateau Lavoir","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"180","12 Suresnes - Le Pont","Péniche, Pont, Remorqueur, Embarcadère, Suresnes","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"1905","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"181","15 Suresnes - Le pont - panorama - Entrée du bois de Boulogne","Bateau mouche, Pont, Embarcadère, Suresnes, Bois de Boulogne","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"182","14 Suresnes - Le barrage","Péniche, Suresnes, Remorqueur Fauvette, Barrage","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"183","Suresnes - Les bords de Seine","""Bateau mouche, Péniche, Suresnes, Bateau parisien 20, Voilier """"Terre-Neuvien""""""","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"184","45 Suresnes - Le barrage et les Ecluses","Péniche, Remorqueur, Ecluse, Suresnes","CPA","BEF","0","2021-11-14 08:12:55","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"185","Suresnes - Les Yachts près du Barrage le long du Bois de Boulogne","Suresnes, Bois de Boulogne, Yacht Suresnes ...?","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1903","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"186","40 Le port du yacht-club de France au barrage de Suresnes","""Yacht """"Aimée"""", Suresnes, Yacht-Club de France""","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"187","13 Suresnes - L'ecluse","Péniche, Remorqueur, Toueur, Ecluse, Suresnes","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1905","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"188","Suresnes - L'ecluse","Péniche, Remorqueur, Toueur, Ecluse, Suresnes","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1909","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"189","61 Suresnes - Le Port Vue sur sur la Seine","Yacht, Suresnes, Port","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1905","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"190","9 Bois de Boulogne Le nouveau port du Yacht club de France au barrage de Suresnes","Bois de Boulogne, Port, Yacht-Club de France","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"191","2 Suresnes - Vue générale prise du Bois de Boulogne","Yacht, Suresnes, Bois de Boulogne, Port","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1905","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"192","""La Ferté-sous-Jouarre - La Marne et le quai des Moulins Le Yacht """"Aimée""""""","""Yacht """"Aimée"""", la Ferté-sous-Jouarre, Quai des Moulins""","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1911","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"193","3 Courbevoie - Le Pont Bineau","Péniche, Remorqueur, Bains, Courbevoie, Pont Bineau","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"194","16 Courbevoie - Ile d'amour et le pont Rotschild Le barrage","Barrage, Courbevoie, Ile d'Amour, pont Rotschild","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1918","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"195","38 Courbevoie - Ile de la Jatte Temple de l'Amour","Courbevoie, ile de la Jatte, temple de l'amour","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"196","Les Bords de Seine - Le ponton de Bas-Meudon","Bateau mouche, Barque et Canot à la rame, Embarcadère, Meudon, Bateau Touriste","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"197","""57 Asnières - Le Pont, Le """"Clément Bayard"""" évoluant au-dessus de la ville""","Remorqueur, Le Pont, Asnieres, Clément Bayard","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"198","30 L'île de la grande Jatte - Bras de Seine","Barque et Canot à la rame, Grande Jatte","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"199","""33 Asnières - Equipe du """"Rowing club"""" au pont d'Asnières""","Aviron et Canotier, Asnieres, pont d'Asnières","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1908","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"200","""170 Asnières - Le """"Clément Bayard"""" évoluant au-dessus de la ville""","Le Pont, Tramway, Asnieres, Clément Bayard","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1914","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"201","158 Dauville - Course Paris à la Mer - Arrivée des Canots Automobiles","Paris, Barque et Canot à la rame, Course Paris-Deauville (Paris à la mer), Canot automobile (vapeur et essence)","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1909","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"202","La  course de Canots automobiles de Paris Deauville - Avant le départ","Paris, Barque et Canot à la rame, Course Paris-Deauville (Paris à la mer), Course de Canots automobiles","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1903","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"203","Asnières - Ponton de la Félicité","Embarcadère, Passeur, Asnieres, Passeur Félicité","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1912","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"204","11 Vernon - La Seine et les Collines","Yacht, Vernon, Remorqueur Figaro","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"205","Paris - Le pont Saint-Michel pris du quai des Grands Augustins","Paris, Pont, Remorqueur, Dragueuse à godet, Quai des grands Augustins","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,"2 Album",,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"206","32 Paris - Point du Jour - Stations des bateaux","Paris, Bateau mouche, Embarcadère, Poin du jour","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"207","Poissy - Arche du bras navigable","""Pont, Poissy, Yacht """"Pont Poissy""""""","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"208","35 Paris - Pont Alexandre III","Paris, Le Pont Alexandre III","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1909","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"209","241 Paris - Le pont de la Concorde et la chambre des députés","Paris, Remorqueur, Le pont de la Concorde, la chambre des députés","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"210","Sammeron - L'ile note-dame et la marne","""Péniche, Sammeron, Yacht """"Eider"""" (Lebaudy)""","CPA","BEF","1","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1920","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"211","""94 Suresnes - Bords de Seine, Toueur le """"Conflans""""""","Toueur, Conflans-Sainte-Honorine, Suresnes, Remorqueur Frégate","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1908","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"212","317 Paris - Canal Saint-Martin Colonne de Juillet","Paris, Bassin de l'Arsenal, Bastille, Canal Saint-Martin, Chaland","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1908","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"213","Paris - Gare d'Orléans et le pont Royal","Paris, Bateau mouche, Péniche, Gare d'Orsay, Ponton Grue, Chaland","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"214","Saint-Denis - Quai de Seine","""Remorqueur Guêpe, Saint-Denis, Remorqueur """"Benzo-Moteur"""", Saxoleine""","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"215","36 Paris - La Conciergerie et le Pont au change","Paris, Conciergerie, Remorqueur, Pont au change","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"216","449 Paris - La Seine - Ecluse de la monnaie","Paris, Pont, Ecluse de la Monnaie, Bains, Aubes","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"217","6 Saint-Cloud - L'embarcadère des bateaux Parisiens","Bateau mouche, Saint-Cloud, Embarcadère, Remorqueur Licorne, Chaland","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"218","Creil - bords de l'oise et la place Carnot","Creil, Aubes, place Carnot, au bon diable","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"219","Paris - Accident du pont de l'archevéché - La recherche des Victimes","Paris, Notre-Dame, Barque et Canot à la rame, Accident du pont de l'archevéché","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1911","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"220","Paris - Accident du pont de l'archevéché - L'autobus soulevé émerge des eaux ","Paris, Barque et Canot à la rame, Autobus, Ponton Grue, Accident du pont de l'archevéché, Chaland","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1911","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"221","Paris - Accident du pont de l'archevéché - La voiture sortie du fleuve","Paris, Notre-Dame, Barque et Canot à la rame, Ponton Grue, Accident du pont de l'archevéché","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1911","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"222","Paris - le pont neuf","Paris, Bains, Pont Neuf","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1903","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"223","Rouens Qaui de la bourse Collection des nouvelles galeries 29","Aubes, Rouen, Quai de la bourse, bateau Cygne","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,"1903","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"224","Paris - Pont Neuf","Paris, Bateau mouche, Bains, Pont Neuf","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"225","Choisy-le-roy les Quais vue prise du pont","Remorqueur Bouvreu, Choisy-le-Roi","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"226","Creil Vue de l'Oise vue d'amont","Remorqueur Guêpe, Train de Péniches, Creil","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"227","Saint-Denis Le pont de la briche sur le canal et vue sur la Seine","Toueur, Saint-Denis, Le pont de la briche, Remorqueur Albatros","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"228","1006 Andrésy fin d'Oise le port des guêpes","Conflans-fin d'Oise, Andrésy, Remorqueur Guêpe 44, Port des guêpes, Remorqueur Guêpes","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"229","Beaucaire Vue générale Vue du Rhone Entrée du canal","Aubes, Beaucaire","CPA","BEF","0","2021-11-14 08:12:56","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
