"id","label","mots_clefs","type","catégorie","prix_achat","date_acquisition","donateur","date_modif","édition","nom","interne","année","statut","tampon","état_général","qualité_photo","rareté","interêt","pivée","note_admin","note_visiteur","pos_x","pos_y","angle_photo","pos_x_photo","pos_y_photo","adresse_nom","adresse_1","adresse_2","adresse_ville","adresse_pays","valeur","précédent","suivant","pays","région","fleuve","pk","rive","sens","description","remarques","message"
"1081","204 Lagny - Fête Nautique - Yachts et Canots de promenade","""Barque et Canot à la rame, Aviron et Canotier, Yacht """"Le Druide"""", Lagny, Yacht """"Maggi II"""", Fête Nautique""","CPA","BEF","5","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1082","Un parc d'Elevage à Jersey-Farm - Ile La Loge - Port-Marly","Le Port-Marly, Jersey Farm, Vache","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1083","Seine-Port - Les rives de la Seine","Yacht, Seine-port","CPA","BEF","3","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1084","Libermont (Oise) - Construction du Canal du Nord","Locomotive, Libermont, Canal du Nord, Godet","CPA","BEF","98","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1085","24 Meulan - Canots automobiles et voiliers - avant les Courses : La rapière - Le Têtu - Forcès-pas","Voilier, Meulan, Course de Canots automobiles, Canot automobile (vapeur et essence), la rapière, le têtu, le Forcès-pas","CPA","BEF","18","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1086","Les Rives de la Marnes - Les Ecluses et le Pont à Joinville-le-pont","Pont, Ecluse, Joinville-le-pont","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1087","Nogent-sur-Marne - Casino de l'Ile de Beauté - La Nouvelle salle de danse Ancienne Maison Convert - Gaillard, Successeur","""Nogent-sur-Marne, Maison Convert, Casino """"Ile de Beauté"""", Gaillard, Salle de danse""","CPA","BEF","13","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,"Album N° 6","?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1088","Joinville-le-Pont - Championnat du Monde de Natation","Joinville-le-pont, Championnat du monde de natation","CPA","BEF","38","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1089","10 Joinville-Le-Pont - La soicété nautique de la Marne. Rentrée du Huit","Aviron et Canotier, Joinville-le-pont, La soicété nautique de la Marne. Rentrée du Huit","CPA","BEF","13","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1908","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1090","Ablon - l'Ecluse","Toueur, Ecluse, Ablon, Code secret","CPA","BEF","21","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1909","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1091","30 Bougival - Le Pont - Vue sur le Quai Sganzin","Pont, Bougival, Cheminée, Toueur SGTR","CPA","BEF","18","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1092","60 Bougival - Les Ecluses","Ecluse, Bougival, vanteau, porte","CPA","BEF","21","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1093","Sevres - Pont et Gare du Chemin de Fer des Invalides","Pont, Sèvres, Cheminée, Guêpe N° 14","CPA","BEF","7","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1913","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1094","Crue de la Seine Paris - Pont de l'Archevéché - 28 Janvier 1910","Paris, accident, Crue (Inondations) 1910, Pont de l'archevéché, Omnibus","CPA","BEF","13","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1095","""Andrésy - Bureau des """"Guêpes""""""","Voiture, Andrésy, Bureau des Guêpes, Remorqueur Guêpes","CPA","BEF","14","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1096","Lagny - Fête Nautique 5 juin 1910 Le Druide","""Yacht """"Le Druide"""", Lagny, Fête nautique 5 juin 1910""","CPA","BEF","16","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1097","120 Paris - Inondations de janvier 1910 Le Pont de l'Alma - la Voltigeur","Paris, Crue (Inondations) 1910, Pont de l'Alma, Le Zouave","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1098","49 Nogent-Joinville - Bords de Marne ","""Joinville-le-pont, Nogent-sur-Marne, Casino """"Tanton"""", Pédalo, cycles nautique""","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"Non","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1099","284 Joinville-le-Pont - Championnat de Natation","Joinville-le-pont, Championnat du monde de natation","CPA","BEF","10","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1100","1712 Les Bords de la Marne Un Bateau Parisien près du Viaduc de Nogent","Bateau mouche, Viaduc, Bateau Touriste, Nogent-sur-Marne, bateau parisien","CPA","BEF","5","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1101","""203 Joinville-le-Pont - La Fête des """"Ondines""""""","Barque et Canot à la rame, Joinville-le-pont, La Fête des Ondines, Scène de Canotage","CPA","BEF","17","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1102","4 Bas-Meudon - Vue de la Seine","Bateau mouche, Meudon, bateau parisien","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1103","25 Trilport - Réfection du Pont de la Route de Paris détruit par les Anglais le 3 Septembre 1914","Meudon, Construction du Pont de la route de Paris, Détruit par anglais, Charpentier","CPA","BEF","12","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1916","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1104","""Puteaux - Inondations Janvier 1910 L'""""Eugène & Juliette"""" Sauveteur de Puteaux et son Equipage""","Puteaux, Crue (Inondations) 1910, L'eugène et Juliette, Sauveteurs","CPA","BEF","16","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1105","7 Bellevue-Meudon - Le Funiculaire","Meudon, Funiculaire","CPA","BEF","7","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1106","Champ - L'Ecluse","Ecluse, Champ","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1909","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1107","Meudon Entre l'Ile de Billancourt et Ile Seguin au Bas Meudon en 1884","Bateau mouche, Meudon, bateau parisien, Ile Séguin, Billancout","CPA","BEF","5","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1905","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1108","199 Lagny-Pomponne - Yacht de plaisance en Marne ","Lagny, Pomponne, Yacht élégant... ?","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1109","La Ferté-sous-Jouarre - Le quai des Moulins - Passage d'un Yacht","""Yacht, la Ferté-sous-Jouarre, Course de Canots automobiles, Canot automobile (vapeur et essence), Le quai des Moulins, Yacht """"Mabelle""""""","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1914","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1110","7 La Ferté-sous-Jouarre - Promenade de l'Ile de la Marne","la Ferté-sous-Jouarre, paquebot HPML","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1111","Villenoy - Canal de l'Ourcq l'Ecluse vue panoramique","Ecluse, Villenoy, Canal de l'Ourcq, Flute","CPA","BEF","12","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1112","""La ferté-sous-Jouarre - L'ile de Marne - Le Yacht """"Alice""""""","""la Ferté-sous-Jouarre, Yacht """"Alice""""""","CPA","BEF","11","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1909","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1113","Yacht de Plaisance amarré à l'Ile de Tancrou, près Lizy-sur-Ourcq","""Lizy-sur-Ourcq, Yacht """"Suzon"""", île Tancrou""","CPA","BEF","12","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1114","71 Vue sur Meulan - ","""Meulan, Voilier Mabelle, Mise à l'eau, Yacht """"Mabelle""""""","CPA","BEF","27","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1115","229 Meulan - les Mureaux - Au grand bras de la Seine","""Voilier, Aviron et Canotier, Voilier """"Terre-Neuvien"""", Meulan, Les Mureaux, Photographe""","CPA","BEF","12","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1116","Méricourt - le Barrage","Remorqueur, Ecluse, Barrage, Méricourt","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1917","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1117","41 Au fil de l'eau - Bougival - La Seine à la Grenouillère","Remorqueur, Bougival, Chantier naval, La Grenouillère","CPA","BEF","17","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1906","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1118","La Ferté-sous-Jouarre - Passage d'un remorqueur, L'Abeille","la Ferté-sous-Jouarre, Remorqueur Abeille","CPA","BEF","7","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1119","26 Conflans-fin-d'Oise - Bords de l'Oise","Remorqueur, Conflans-fin d'Oise","CPA","BEF","9","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1932","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1120","142 - Paris - Les cchargeurs de cailloux aux bords de la Seine ","Paris, Attelage, Chargeur de cailloux, automoteur Alma","CPA","BEF","12","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1903","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1121","148 Compiègne - La nouvelle écluse","Ecluse, Compiègne, Guêpe N° 17 SGTR","CPA","BEF","3","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1122","42 Isle-Adam - Bords de l'Oise","Remorqueur, Oise, L'Isle-Adam, Ilse-Adam","CPA","BEF","5","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1936","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1123","76 Precy-sur-Oise La plage et le Pont","Baignade, La Plage, Precy-sur-Oise","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1124","165 St-Cloud","Grue, Saint-Cloud, Les Quais, Remorqueur Guèpes N° 50, Remorqueur Guêpes","CPA","BEF","29","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1908","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1125","241 Compiègne - Vue sur l'Oise","Train de Péniches, Compiègne","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1910","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1126","46 Compiègne - 54ème Régiment d'Infanterie - Exercice de passage de Rivière en radeau à Choisy-au-bac 1906 - Le débarquement","Compiègne, guerre, Radeau","CPA","BEF","19","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1127","2521 Bry Les Bords de la Marne","Barque et Canot à la rame, Pêche, Marne, Bry","CPA","BEF","17","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1128","3 Maisons-Laffitte - Bords de Seine","""Attelage, Yacht """"Aimée"""", Maisons-Laffitte, Lambert Frères & Cie. Matérieux de construction""","CPA","BEF","5","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1918","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1129","36 Rueil - Bords de Seine. Un train de Bateaux","Train de Péniches, Rueil, Guêpe N° 50","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1914","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1130",,"Paris, Joutes","CPA","BEF","13","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1905","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1131","32 Isle-Adam - La plage - l'Entrée","La Plage, L'Isle-Adam, Entrée, Société de Sauvetage et de Natation, La Plage de l'Isle-Adam","CPA","BEF","13","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1132","2 Asnières - Bords de Seine - l'Ile de la Jatte Le Passeur","Passeur, ile de la Jatte, Asnieres","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1914","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1133","161 - Meaux Le Canal de Chalifert ","Meaux, Le Canal de Chalifert","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1134","80 Paris - Le Canal Saint-Martin (Villette)","Paris, Canal Saint-Martin, Bassin de la Villette, Bloc de pierre","CPA","BEF","16","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1135","30 Paris Le Port St Nicolas & Pont des Sts Peres","Paris, Port Saint-Nicolas, Cargo-Boat, Pont des Saint-Pères, Cargo Artois","CPA","BEF","13","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1913","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1136","327 Paris - L'Ecluse de la Monnaie","""Paris, Ecluse de la Monnaie, Yacht """"Suzon""""""","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1137","12 Paris disparu - la démolition du Pont de la Tournelle en 1920 Construit de 1614 à 1654, il avait été restauré et élargi en 1846-47","Paris, Pont de la Tournelle, démolition","CPA","BEF","22","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1138","1996 Paris - Travaux du Chemin de Fer Métropolitain. Ligne n° 4 Porte de Clignacourt ","Paris, Metro","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1139","Boran sur Oise Plage de Lys-Chantilly","La Plage, Boran","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1937","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1140","1070 Paris le Canon de la tour Eiffel au moment où il va annoncer l'heure de Midi","Paris, Tour Eiffel, Canon","CPA","BEF","19","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1810","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1141","Vernon - Quai Caméré, vu du Pont","Vernon, Quai Caméré, Guêpe N° 48","CPA","BEF","19","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1142","29 Dunkerque - Bassin de la Batellerie","Chavonin, Dunkerque Bassin de la Batellerie Canal de Mardyck, Mosquée, Grèves, Dunkerque","CPA","BEF","6","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"?","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1143","67 Nogent-sur-Marne - Le Bal Champêtre","Barque et Canot à la rame, Aviron et Canotier, Nogent-sur-Marne, Canot automobile (vapeur et essence), Le Bal Champêtre","CPA","BEF","5","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1904","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1144","Pontavert (Aisne) - Canal de l'Oise à l'Aisne - Le Port Bateaux retenus depuis plusieurs mois dans le canal par suite de manque d'eau occasionné par la chaleur sénégalienne de l'Eté 1911, ce qui a causé de grands préjudices à la batellerie","Péniche, Chavonin, Grèves, Pontavert, Aisnes, Chaleur Sénégalienne","CPA","BEF","18","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1914","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1145","Panorama de Paris Vue prise du quatrième Plate-Forme de la Tour Eiffel","Paris, Tour Eiffel, 4éme Plate-forme","CPA","BEF","8","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1911","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1146","LEVALLOIS - La traversée de la Félicité","Bac, Passeur Félicité, Levallois","CPA","BEF","10","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1903","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1147","Bainville aux Miroirs (54) - Le Canal","Le Canal, Bainville aux Miroirs, Péniche Voile, Marinier(e)","CPA","BEF","7","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1148","Argenteuil - Usine Claparede Bord de Seine vue prise du Pont Neuf","Remorqueur, Argenteuil, Pont-Neuf, Usine Claparède, Yacht Joséphine","CPA","BEF","4","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1149","53 - Suresnes - Station des Bateaux Parisiens - Quai de Suresnes","""Bateau mouche, Suresnes, Embarcadaire, Bateaux Parisiens N° 3, Restaurant """"Au Tonkin""""""","CPA","BEF","12","2021-11-14 08:13:03","Samathey","2023-11-08 08:28:24",,,,"1907","Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1150","15 - Asnières - Une Vue sur la Seine","""Aviron et Canotier, Asnieres, Canot automobile (vapeur et essence), Yacht """"La Nedda"""" (Trouville)""","CPA","BEF","14","2021-11-14 08:13:04","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1151","Ile Saint Denis - L'Entrée du Canal","Toueur, Ile Saint-Denis, Entrée du Canal Saint-Denis","CPA","BEF","6","2021-11-14 08:13:04","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
"1152","60 - Saint-Germain-en-Laye - Le spa français - La Terrasse","Le Spa français, Saint-Germain-en-Laye, la Terrasse Saint-Germain-en-Laye - L'Ascenseur","CPA","BEF","1","2021-11-14 08:13:04","Samathey","2023-11-08 08:28:24",,,,,"Écrite","Oui","Correct","Bonne","Commune","Moyen","Non","3","0","0","0","0","0","0",,,,,"France","0",,,"France",,,"0","Inconnu","Inconnu",,,
